PARTY_ID_机构内部ID,TICKER_SYMBOL_股票代码,EXCHANGE_CD_交易市场代码,PUBLISH_DATE_发布日期,END_DATE_REP_报告截止日期,END_DATE_截止日期,REPORT_TYPE_报告类型,FISCAL_PERIOD_会计区间,MERGED_FLAG_合并标志,REVENUE_营业收入,PREM_EARNED_已赚保费,GROSS_PREM_WRIT_保险业务收入,REINS_INCOME_其中分保费收入,REINSUR_减分出保费,UNE_PREM_RESER_提取未到期责任准备金,F_VALUE_CHG_GAIN_公允价值变动收益,INVEST_INCOME_投资收益,A_J_INVEST_INCOME_其中对联营企业和合营企业的投资收益,FOREX_GAIN_汇兑收益,ASSETS_DISP_GAIN_资产处置收益,OTH_GAIN_其他收益,OTH_OPER_REV_其他业务收入,SPEC_OR_营业收入特殊项目,AOR_营业收入调整项目,COGS_营业支出,PREM_REFUND_退保金,COMPENS_PAYOUT_赔付支出,COMPENS_PAYOUT_REFU_减摊回赔付支出,RESER_INSUR_LIAB_提取保险责任准备金,INSUR_LIAB_RESER_REFU_减摊回保险责任准备金,POLICY_DIV_PAYT_保单红利支出,REINSUR_EXP_分保费用,BIZ_TAX_SURCHG_营业税金及附加,COMMIS_EXP_手续费及佣金支出,GENL_ADMIN_EXP_业务及管理费,REINS_COST_REFUND_减摊回分保费用,OTH_OPER_COSTS_其他业务成本,ASSETS_IMPAIR_LOSS_资产减值损失,SPEC_OP_营业支出特殊项目,AOP_营业支出调整项目,OTH_EFFECT_OP_影响营业利润的调整项目,AE_EFFECT_OP_影响营业利润的差错金额,OPERATE_PROFIT_营业利润,NOPERATE_INCOME_营业外收入,NOPERATE_EXP_营业外支出,OTH_EFFECT_TP_影响利润总额的调整项目,AE_FFECT_TP_影响利润总额的差错金额,T_PROFIT_利润总额,INCOME_TAX_所得税费用,OTH_EFFECT_NP_影响净利润的调整项目,AE_EFFECT_NP_影响净利润的差错金额,N_INCOME_净利润,N_INCOME_ATTR_P_归属于母公司所有者的净利润,N_INCOME_BMA_被合并方在合并前实现的净利润,MINORITY_GAIN_少数股东损益,OTH_EFFECT_NPP_影响净利润分配的调整项目,AE_EFFECT_NPP_影响净利润分配的差错金额,BASIC_EPS_基本每股收益,DILUTED_EPS_稀释每股收益,OTH_COMPR_INCOME_其他综合收益,OTH_EFFECT_CI_影响综合收益总额的调整项目,AE_EFFECT_CI_影响综合收益总额的差错金额,T_COMPR_INCOME_综合收益总额,COMPR_INC_ATTR_P_归属于母公司所有者的综合收益总额,COMPR_INC_ATTR_M_S_归属于少数股东的综合收益总额,OTH_EFFECT_PCI_影响综合收益总额分配的调整项目,AE_EFFECT_PCI_影响综合收益总额分配的差错金额
26952,601336,XSHG,2016-04-30,2016-03-31,2015-03-31,Q1,3,1,66256000000.00,51624000000.00,51997000000.00,,183000000.00,190000000.00,-54000000.00,14517000000.00,133000000.00,33000000.00,,,136000000.00,,,61558000000.00,30677000000.00,7477000000.00,70000000.00,15930000000.00,34000000.00,,,405000000.00,2956000000.00,2903000000.00,40000000.00,1351000000.00,3000000.00,,,,,4698000000.00,2000000.00,16000000.00,,,4684000000.00,1059000000.00,,,3625000000.00,3624000000.00,,1000000.00,,,1.1600,1.1600,1957000000.00,,,5582000000.00,5581000000.00,1000000.00,,
26952,601336,XSHG,2017-10-28,2017-09-30,2017-09-30,Q3,9,1,115561000000.00,88426000000.00,89840000000.00,,923000000.00,491000000.00,128000000.00,26775000000.00,83000000.00,-268000000.00,,,500000000.00,,,108602000000.00,29466000000.00,30626000000.00,482000000.00,22721000000.00,49000000.00,1000000.00,,99000000.00,12921000000.00,10115000000.00,120000000.00,2424000000.00,880000000.00,,,,,6959000000.00,40000000.00,145000000.00,,,6854000000.00,1811000000.00,,,5043000000.00,5042000000.00,,1000000.00,,,1.6200,1.6200,907000000.00,,,5950000000.00,5949000000.00,1000000.00,,
26952,601336,XSHG,2017-10-28,2017-09-30,2016-09-30,Q3,9,1,117785000000.00,92474000000.00,93418000000.00,,712000000.00,232000000.00,-155000000.00,24892000000.00,28000000.00,195000000.00,,,379000000.00,,,111730000000.00,32620000000.00,31046000000.00,1301000000.00,25755000000.00,-810000000.00,,,72000000.00,10531000000.00,9575000000.00,147000000.00,1986000000.00,783000000.00,,,,,6055000000.00,117000000.00,71000000.00,,,6101000000.00,1314000000.00,,,4787000000.00,4786000000.00,,1000000.00,,,1.5300,1.5300,-1947000000.00,,,2840000000.00,2839000000.00,1000000.00,,
26952,601336,XSHG,2015-08-26,2015-06-30,2014-06-30,S1,6,1,81292000000.00,66409000000.00,66817000000.00,,213000000.00,195000000.00,121000000.00,14408000000.00,269000000.00,92000000.00,,,262000000.00,,,76770000000.00,18688000000.00,8374000000.00,93000000.00,38212000000.00,26000000.00,,,67000000.00,4125000000.00,5238000000.00,57000000.00,1488000000.00,754000000.00,,,,,4522000000.00,27000000.00,26000000.00,,,4523000000.00,774000000.00,,,3749000000.00,3748000000.00,,1000000.00,,,1.2000,1.2000,697000000.00,,,4446000000.00,4445000000.00,1000000.00,,
26952,601336,XSHG,2017-03-30,2016-12-31,2015-12-31,A,12,1,158453000000.00,111220000000.00,111859000000.00,,690000000.00,-51000000.00,-9000000.00,46223000000.00,535000000.00,305000000.00,,,714000000.00,,,147174000000.00,54336000000.00,24836000000.00,308000000.00,40178000000.00,323000000.00,,,985000000.00,10669000000.00,12839000000.00,184000000.00,3533000000.00,613000000.00,,,,,11279000000.00,610000000.00,107000000.00,,,11782000000.00,3180000000.00,,,8602000000.00,8601000000.00,,1000000.00,,,2.7600,2.7600,1530000000.00,,,10132000000.00,10131000000.00,1000000.00,,
26952,601336,XSHG,2018-04-27,2018-03-31,2017-03-31,Q1,3,1,44595000000.00,36705000000.00,37251000000.00,,303000000.00,243000000.00,98000000.00,7648000000.00,15000000.00,-19000000.00,,,163000000.00,,,41829000000.00,16604000000.00,15601000000.00,170000000.00,-201000000.00,50000000.00,,,17000000.00,5175000000.00,3682000000.00,48000000.00,795000000.00,424000000.00,,,,,2766000000.00,2000000.00,84000000.00,,,2684000000.00,847000000.00,,,1837000000.00,1837000000.00,,,,,.5900,.5900,646000000.00,,,2483000000.00,2483000000.00,,,
26952,601336,XSHG,2015-03-26,2014-12-31,2013-12-31,A,12,1,129594000000.00,103182000000.00,103640000000.00,,293000000.00,165000000.00,-31000000.00,26087000000.00,364000000.00,-299000000.00,,,655000000.00,,,124524000000.00,28795000000.00,9255000000.00,330000000.00,65913000000.00,-108000000.00,,,113000000.00,6195000000.00,10097000000.00,120000000.00,3188000000.00,1310000000.00,,,,,5070000000.00,6000000.00,117000000.00,,,4959000000.00,535000000.00,,,4424000000.00,4422000000.00,,2000000.00,,,1.4200,1.4200,-980000000.00,,,3444000000.00,3442000000.00,2000000.00,,
26952,601336,XSHG,2018-03-21,2017-12-31,2017-12-31,A,12,1,144132000000.00,107928000000.00,109294000000.00,,1264000000.00,102000000.00,124000000.00,35649000000.00,296000000.00,-321000000.00,26000000.00,36000000.00,690000000.00,,,136631000000.00,33906000000.00,38379000000.00,670000000.00,30876000000.00,10000000.00,4000000.00,,169000000.00,15905000000.00,14050000000.00,273000000.00,3194000000.00,1101000000.00,,,,,7501000000.00,22000000.00,193000000.00,,,7330000000.00,1946000000.00,,,5384000000.00,5383000000.00,,1000000.00,,,1.7300,1.7300,676000000.00,,,6060000000.00,6059000000.00,1000000.00,,
26952,601336,XSHG,2018-03-21,2017-12-31,2016-12-31,A,12,1,146173000000.00,111547000000.00,112560000000.00,,936000000.00,77000000.00,-373000000.00,34011000000.00,148000000.00,475000000.00,,,513000000.00,,,139708000000.00,43777000000.00,39709000000.00,1965000000.00,26077000000.00,-1296000000.00,,,168000000.00,13530000000.00,13322000000.00,241000000.00,2693000000.00,1342000000.00,,,,,6465000000.00,127000000.00,110000000.00,,,6482000000.00,1539000000.00,,,4943000000.00,4942000000.00,,1000000.00,,,1.5800,1.5800,-2741000000.00,,,2202000000.00,2201000000.00,1000000.00,,
26662,601601,XSHG,2015-03-30,2014-12-31,2013-12-31,A,12,1,193137000000.00,159625000000.00,176923000000.00,137000000.00,15295000000.00,2003000000.00,16000000.00,32277000000.00,,-280000000.00,,,1499000000.00,.00,,181269000000.00,19783000000.00,58816000000.00,6901000000.00,58663000000.00,1228000000.00,4126000000.00,33000000.00,4810000000.00,,24912000000.00,5477000000.00,3062000000.00,1263000000.00,19407000000.00,,,,11868000000.00,121000000.00,75000000.00,.00,,11914000000.00,2519000000.00,,,9395000000.00,9261000000.00,,134000000.00,,,1.0200,1.0200,-3348000000.00,,,6047000000.00,5963000000.00,84000000.00,,
26662,601601,XSHG,2018-03-30,2017-12-31,2017-12-31,A,12,1,319809000000.00,263554000000.00,281644000000.00,2307000000.00,15784000000.00,2306000000.00,1443000000.00,51946000000.00,74000000.00,-140000000.00,168000000.00,24000000.00,2814000000.00,,,298786000000.00,10168000000.00,94786000000.00,7723000000.00,105558000000.00,1605000000.00,8946000000.00,271000000.00,966000000.00,47281000000.00,36293000000.00,5770000000.00,5075000000.00,713000000.00,3827000000.00,,,,21023000000.00,186000000.00,107000000.00,,,21102000000.00,6111000000.00,,,14991000000.00,14662000000.00,,329000000.00,,,1.6200,1.6200,-2496000000.00,,,12495000000.00,12206000000.00,289000000.00,,
26662,601601,XSHG,2016-03-28,2015-12-31,2014-12-31,A,12,1,219778000000.00,172891000000.00,191805000000.00,197000000.00,13437000000.00,5477000000.00,713000000.00,44409000000.00,22000000.00,40000000.00,,,1725000000.00,,,205356000000.00,29028000000.00,68428000000.00,8575000000.00,54096000000.00,1363000000.00,4970000000.00,29000000.00,5712000000.00,19725000000.00,27065000000.00,3830000000.00,3093000000.00,3800000000.00,3178000000.00,,,,14422000000.00,161000000.00,83000000.00,,,14500000000.00,3255000000.00,,,11245000000.00,11049000000.00,,196000000.00,,,1.2200,1.2200,10917000000.00,,,22162000000.00,21788000000.00,374000000.00,,
26662,601601,XSHG,2015-08-31,2015-06-30,2014-06-30,S1,6,1,114145000000.00,95628000000.00,108413000000.00,42000000.00,7476000000.00,5309000000.00,166000000.00,17544000000.00,,66000000.00,,,741000000.00,,,105031000000.00,16300000000.00,32289000000.00,4026000000.00,27291000000.00,40000000.00,2253000000.00,10000000.00,2857000000.00,10966000000.00,12952000000.00,2370000000.00,1430000000.00,3730000000.00,1389000000.00,,,,9114000000.00,79000000.00,14000000.00,,,9179000000.00,2220000000.00,,,6959000000.00,6848000000.00,,111000000.00,,,.7600,.7600,4215000000.00,,,11174000000.00,10998000000.00,176000000.00,,
26662,601601,XSHG,2018-04-28,2018-03-31,2018-03-31,Q1,3,1,124438000000.00,111985000000.00,121831000000.00,1092000000.00,4830000000.00,5016000000.00,-795000000.00,12742000000.00,94000000.00,-144000000.00,,,650000000.00,,,118230000000.00,2700000000.00,25356000000.00,2011000000.00,64404000000.00,1648000000.00,2826000000.00,17000000.00,252000000.00,17227000000.00,8023000000.00,1439000000.00,1635000000.00,223000000.00,665000000.00,,,,6208000000.00,14000000.00,14000000.00,,,6208000000.00,2376000000.00,,,3832000000.00,3751000000.00,,81000000.00,,,.4100,.4100,351000000.00,,,4183000000.00,4096000000.00,87000000.00,,
26662,601601,XSHG,2018-04-28,2018-03-31,2017-03-31,Q1,3,1,108402000000.00,94694000000.00,101283000000.00,11000000.00,3982000000.00,2607000000.00,541000000.00,12573000000.00,-5000000.00,-14000000.00,,,608000000.00,,,105552000000.00,3226000000.00,25858000000.00,1712000000.00,48735000000.00,60000000.00,1940000000.00,2000000.00,224000000.00,17293000000.00,8897000000.00,1446000000.00,1440000000.00,366000000.00,789000000.00,,,,2850000000.00,5000000.00,11000000.00,,,2844000000.00,804000000.00,,,2040000000.00,2000000000.00,,40000000.00,,,.2200,.2200,-1033000000.00,,,1007000000.00,985000000.00,22000000.00,,
26662,601601,XSHG,2017-10-28,2017-09-30,2016-09-30,Q3,9,1,213273000000.00,177599000000.00,189101000000.00,109000000.00,10517000000.00,985000000.00,-243000000.00,34149000000.00,26000000.00,32000000.00,,,1736000000.00,,,200452000000.00,10568000000.00,67428000000.00,5251000000.00,67519000000.00,1276000000.00,5366000000.00,26000000.00,2444000000.00,27613000000.00,23702000000.00,3440000000.00,3387000000.00,597000000.00,1769000000.00,,,,12821000000.00,100000000.00,50000000.00,,,12871000000.00,3879000000.00,,,8992000000.00,8829000000.00,,163000000.00,,,.9700,.9700,-2138000000.00,,,6854000000.00,6751000000.00,103000000.00,,
26662,601601,XSHG,2016-08-29,2016-06-30,2015-06-30,S1,6,1,134514000000.00,102062000000.00,110891000000.00,131000000.00,7345000000.00,1484000000.00,278000000.00,31230000000.00,18000000.00,-3000000.00,,,947000000.00,,,118945000000.00,17137000000.00,40849000000.00,3562000000.00,28808000000.00,-79000000.00,3296000000.00,14000000.00,3484000000.00,13289000000.00,13473000000.00,1803000000.00,2284000000.00,137000000.00,1460000000.00,,,,15569000000.00,31000000.00,19000000.00,,,15581000000.00,4094000000.00,,,11487000000.00,11295000000.00,,192000000.00,,,1.2500,1.2500,4799000000.00,,,16286000000.00,16000000000.00,286000000.00,,
26662,601601,XSHG,2014-10-25,2014-09-30,2013-09-30,Q3,9,1,149628000000.00,125149000000.00,138450000000.00,107000000.00,9391000000.00,3910000000.00,42000000.00,23674000000.00,,-221000000.00,,,984000000.00,,,139245000000.00,14895000000.00,41570000000.00,4698000000.00,49043000000.00,489000000.00,2897000000.00,24000000.00,3616000000.00,12920000000.00,17996000000.00,3133000000.00,1885000000.00,692000000.00,2027000000.00,,,,10383000000.00,82000000.00,29000000.00,,,10436000000.00,2234000000.00,,,8202000000.00,8081000000.00,,121000000.00,,,.8900,.8900,-251000000.00,,,7951000000.00,7831000000.00,120000000.00,,
26662,601601,XSHG,2010-10-30,2010-09-30,2009-09-30,Q3,9,1,78147000000.00,62822000000.00,73840000000.00,49000000.00,7776000000.00,3242000000.00,125000000.00,14678000000.00,-1000000.00,-3000000.00,,,525000000.00,,,71635000000.00,3361000000.00,22975000000.00,3067000000.00,30074000000.00,810000000.00,1458000000.00,11000000.00,1834000000.00,6964000000.00,9351000000.00,2699000000.00,1721000000.00,155000000.00,307000000.00,,,,6512000000.00,56000000.00,80000000.00,,,6488000000.00,1511000000.00,,,4977000000.00,4900000000.00,,77000000.00,,,.6400,,-439000000.00,,,4538000000.00,4463000000.00,75000000.00,,
26662,601601,XSHG,2017-03-30,2016-12-31,2015-12-31,A,12,1,247202000000.00,189376000000.00,203305000000.00,185000000.00,13405000000.00,524000000.00,52000000.00,55552000000.00,35000000.00,109000000.00,,,2113000000.00,,,223022000000.00,25217000000.00,84183000000.00,7640000000.00,52167000000.00,1080000000.00,7054000000.00,30000000.00,6576000000.00,24969000000.00,29018000000.00,3902000000.00,3425000000.00,320000000.00,2685000000.00,,,,24180000000.00,187000000.00,56000000.00,,,24311000000.00,6273000000.00,,,18038000000.00,17728000000.00,,310000000.00,,,1.9600,1.9600,3066000000.00,,,21104000000.00,20736000000.00,368000000.00,,
26662,601601,XSHG,2018-03-30,2017-12-31,2016-12-31,A,12,1,267037000000.00,219573000000.00,234018000000.00,159000000.00,13649000000.00,796000000.00,-768000000.00,45630000000.00,18000000.00,117000000.00,23000000.00,,2462000000.00,,,250942000000.00,13538000000.00,91238000000.00,7409000000.00,72368000000.00,1676000000.00,7735000000.00,40000000.00,2938000000.00,35166000000.00,33719000000.00,4308000000.00,4023000000.00,1141000000.00,2429000000.00,,,,16095000000.00,143000000.00,153000000.00,,,16085000000.00,3801000000.00,,,12284000000.00,12057000000.00,,227000000.00,,,1.3300,1.3300,-4674000000.00,,,7610000000.00,7490000000.00,120000000.00,,
26662,601601,XSHG,2017-10-28,2017-09-30,2017-09-30,Q3,9,1,258957000000.00,218360000000.00,233572000000.00,2248000000.00,12200000000.00,3012000000.00,1284000000.00,37408000000.00,36000000.00,-102000000.00,,,1988000000.00,19000000.00,,243273000000.00,7989000000.00,70845000000.00,5369000000.00,95914000000.00,1397000000.00,6639000000.00,260000000.00,712000000.00,37943000000.00,25837000000.00,4530000000.00,5139000000.00,559000000.00,2732000000.00,,,,15684000000.00,235000000.00,67000000.00,,,15852000000.00,4700000000.00,,,11152000000.00,10926000000.00,,226000000.00,,,1.2100,1.2100,-598000000.00,,,10554000000.00,10330000000.00,224000000.00,,
26662,601601,XSHG,2016-10-29,2016-09-30,2015-09-30,Q3,9,1,193301000000.00,149307000000.00,160418000000.00,168000000.00,10413000000.00,698000000.00,-1343000000.00,43830000000.00,8000000.00,76000000.00,,,1431000000.00,,,172576000000.00,21270000000.00,61667000000.00,5442000000.00,42504000000.00,706000000.00,5111000000.00,22000000.00,4994000000.00,19593000000.00,20562000000.00,2551000000.00,3064000000.00,434000000.00,2054000000.00,,,,20725000000.00,113000000.00,35000000.00,,,20803000000.00,5511000000.00,,,15292000000.00,15036000000.00,,256000000.00,,,1.6600,1.6600,-624000000.00,,,14668000000.00,14414000000.00,254000000.00,,
26662,601601,XSHG,2017-04-29,2017-03-31,2016-03-31,Q1,3,1,83443000000.00,72360000000.00,78217000000.00,28000000.00,4073000000.00,1784000000.00,-609000000.00,11169000000.00,9000000.00,-26000000.00,,,549000000.00,,,80252000000.00,4666000000.00,24512000000.00,1792000000.00,29870000000.00,34000000.00,1673000000.00,67000000.00,1566000000.00,10741000000.00,7890000000.00,1393000000.00,1646000000.00,204000000.00,636000000.00,,,,3191000000.00,31000000.00,18000000.00,,,3204000000.00,955000000.00,,,2249000000.00,2199000000.00,,50000000.00,,,.2400,.2400,-3198000000.00,,,-949000000.00,-925000000.00,-24000000.00,,
26662,601601,XSHG,2011-08-29,2011-06-30,2010-06-30,S1,6,1,72631000000.00,63187000000.00,76066000000.00,38000000.00,7500000000.00,5379000000.00,1000000.00,9108000000.00,-22000000.00,-99000000.00,,,434000000.00,,,67551000000.00,2064000000.00,16347000000.00,1945000000.00,35984000000.00,1284000000.00,1426000000.00,9000000.00,1573000000.00,5808000000.00,8056000000.00,2070000000.00,1313000000.00,65000000.00,205000000.00,,,,5080000000.00,26000000.00,69000000.00,,,5037000000.00,967000000.00,,,4070000000.00,4019000000.00,,51000000.00,,,.4700,.4700,-4775000000.00,,,-705000000.00,-670000000.00,-35000000.00,,
26662,601601,XSHG,2011-04-29,2011-03-31,2010-03-31,Q1,3,1,40397000000.00,34886000000.00,42357000000.00,12000000.00,4121000000.00,3350000000.00,7000000.00,5322000000.00,-44000000.00,-29000000.00,,,211000000.00,,,36816000000.00,1003000000.00,8145000000.00,1030000000.00,21427000000.00,831000000.00,450000000.00,3000000.00,819000000.00,3102000000.00,3989000000.00,1134000000.00,726000000.00,48000000.00,99000000.00,,,,3581000000.00,23000000.00,11000000.00,,,3593000000.00,738000000.00,,,2855000000.00,2813000000.00,,42000000.00,,,.3300,.3300,-1297000000.00,,,1558000000.00,1540000000.00,18000000.00,,
26662,601601,XSHG,2015-10-31,2015-09-30,2014-09-30,Q3,9,1,165666000000.00,135202000000.00,151486000000.00,116000000.00,10528000000.00,5756000000.00,672000000.00,28538000000.00,,76000000.00,,,1178000000.00,,,153823000000.00,23402000000.00,48968000000.00,6024000000.00,40502000000.00,1103000000.00,3584000000.00,20000000.00,4175000000.00,15581000000.00,19664000000.00,3213000000.00,2125000000.00,3865000000.00,2277000000.00,,,,11843000000.00,105000000.00,25000000.00,,,11923000000.00,2814000000.00,,,9109000000.00,8960000000.00,,149000000.00,,,.9900,.9900,7235000000.00,,,16344000000.00,16078000000.00,266000000.00,,
26662,601601,XSHG,2015-04-30,2015-03-31,2014-03-31,Q1,3,1,63720000000.00,55456000000.00,61888000000.00,25000000.00,3822000000.00,2610000000.00,-103000000.00,7911000000.00,,63000000.00,,,393000000.00,,,59295000000.00,7096000000.00,16202000000.00,2044000000.00,20752000000.00,140000000.00,997000000.00,5000000.00,1408000000.00,6171000000.00,6216000000.00,1088000000.00,735000000.00,2410000000.00,575000000.00,,,,4425000000.00,19000000.00,6000000.00,,,4438000000.00,1176000000.00,,,3262000000.00,3211000000.00,,51000000.00,,,.3500,.3500,1083000000.00,,,4345000000.00,4277000000.00,68000000.00,,
26662,601601,XSHG,2013-04-25,2013-03-31,2012-03-31,Q1,3,1,49490000000.00,44570000000.00,49389000000.00,53000000.00,3399000000.00,1420000000.00,28000000.00,4627000000.00,,-1000000.00,,,266000000.00,,,48598000000.00,3202000000.00,11048000000.00,1624000000.00,23229000000.00,262000000.00,1028000000.00,10000000.00,1020000000.00,4539000000.00,5113000000.00,1007000000.00,420000000.00,1373000000.00,509000000.00,,,,892000000.00,9000000.00,14000000.00,,,887000000.00,233000000.00,,,654000000.00,652000000.00,,2000000.00,,,.0800,.0800,3393000000.00,,,4047000000.00,3988000000.00,59000000.00,,
26662,601601,XSHG,2016-04-30,2016-03-31,2015-03-31,Q1,3,1,73762000000.00,57427000000.00,62342000000.00,71000000.00,3930000000.00,985000000.00,733000000.00,15173000000.00,12000000.00,11000000.00,,,418000000.00,,,66743000000.00,12013000000.00,21162000000.00,1879000000.00,16891000000.00,-211000000.00,1142000000.00,4000000.00,1743000000.00,7541000000.00,6659000000.00,854000000.00,1240000000.00,102000000.00,768000000.00,,,,7019000000.00,13000000.00,7000000.00,,,7025000000.00,2039000000.00,,,4986000000.00,4903000000.00,,83000000.00,,,.5400,.5400,1757000000.00,,,6743000000.00,6624000000.00,119000000.00,,
26662,601601,XSHG,2012-03-26,2011-12-31,2010-12-31,A,12,1,141662000000.00,119751000000.00,139555000000.00,98000000.00,13422000000.00,6382000000.00,193000000.00,21067000000.00,-12000000.00,-200000000.00,,,851000000.00,,,130972000000.00,4489000000.00,34523000000.00,4597000000.00,64707000000.00,2034000000.00,3399000000.00,21000000.00,3193000000.00,11198000000.00,16989000000.00,4425000000.00,2447000000.00,689000000.00,373000000.00,,,,10690000000.00,68000000.00,88000000.00,,,10670000000.00,2005000000.00,,,8665000000.00,8557000000.00,,108000000.00,,,1.0000,1.0000,-3193000000.00,,,5472000000.00,5417000000.00,55000000.00,,
26662,601601,XSHG,2011-10-19,2011-09-30,2010-09-30,Q3,9,1,105157000000.00,91564000000.00,108098000000.00,66000000.00,10525000000.00,6009000000.00,245000000.00,12861000000.00,-24000000.00,-139000000.00,,,626000000.00,,,99109000000.00,3254000000.00,24597000000.00,3128000000.00,51879000000.00,2194000000.00,2390000000.00,15000000.00,2274000000.00,8494000000.00,12070000000.00,3209000000.00,1822000000.00,565000000.00,280000000.00,,,,6048000000.00,46000000.00,76000000.00,,,6018000000.00,1060000000.00,,,4958000000.00,4905000000.00,,53000000.00,,,.5700,.5700,-1199000000.00,,,3759000000.00,3727000000.00,32000000.00,,
26662,601601,XSHG,2017-08-28,2017-06-30,2016-06-30,S1,6,1,144706000000.00,122117000000.00,131537000000.00,67000000.00,7486000000.00,1934000000.00,-582000000.00,21970000000.00,17000000.00,48000000.00,,,1153000000.00,,,135804000000.00,7731000000.00,45781000000.00,3519000000.00,44590000000.00,554000000.00,3671000000.00,17000000.00,2238000000.00,18882000000.00,15908000000.00,2492000000.00,2089000000.00,294000000.00,1168000000.00,,,,8902000000.00,55000000.00,35000000.00,,,8922000000.00,2662000000.00,,,6260000000.00,6142000000.00,,118000000.00,,,.6800,.6800,-3542000000.00,,,2718000000.00,2683000000.00,35000000.00,,
26662,601601,XSHG,2014-08-25,2014-06-30,2013-06-30,S1,6,1,104068000000.00,87745000000.00,98662000000.00,50000000.00,6864000000.00,4053000000.00,-72000000.00,15908000000.00,,-190000000.00,,,677000000.00,,,97180000000.00,9693000000.00,27630000000.00,3104000000.00,36639000000.00,173000000.00,1812000000.00,11000000.00,2482000000.00,9172000000.00,12026000000.00,2328000000.00,1421000000.00,628000000.00,1271000000.00,,,,6888000000.00,60000000.00,20000000.00,,,6928000000.00,1382000000.00,,,5546000000.00,5464000000.00,,82000000.00,,,.6000,.6000,-2198000000.00,,,3348000000.00,3301000000.00,47000000.00,,
26662,601601,XSHG,2013-03-25,2012-12-31,2011-12-31,A,12,1,157934000000.00,137238000000.00,154958000000.00,101000000.00,13384000000.00,4336000000.00,-383000000.00,20075000000.00,16000000.00,-71000000.00,,,1075000000.00,,,148292000000.00,9588000000.00,41452000000.00,5921000000.00,61795000000.00,1333000000.00,3807000000.00,24000000.00,3650000000.00,13226000000.00,20056000000.00,4730000000.00,2980000000.00,2850000000.00,848000000.00,,,,9642000000.00,812000000.00,55000000.00,,,10399000000.00,2006000000.00,,,8393000000.00,8313000000.00,,80000000.00,,,.9700,.9700,-8951000000.00,,,-558000000.00,-490000000.00,-68000000.00,,
26662,601601,XSHG,2012-08-20,2012-06-30,2011-06-30,S1,6,1,87238000000.00,75122000000.00,86875000000.00,63000000.00,7306000000.00,4447000000.00,-87000000.00,11773000000.00,16000000.00,-40000000.00,,,470000000.00,,,79717000000.00,3898000000.00,19571000000.00,2607000000.00,38760000000.00,709000000.00,1743000000.00,13000000.00,1928000000.00,7202000000.00,9178000000.00,2234000000.00,1495000000.00,1168000000.00,311000000.00,,,,7521000000.00,26000000.00,28000000.00,,,7519000000.00,1636000000.00,,,5883000000.00,5816000000.00,,67000000.00,,,.6800,.6800,-3351000000.00,,,2532000000.00,2523000000.00,9000000.00,,
26662,601601,XSHG,2012-10-29,2012-09-30,2011-09-30,Q3,9,1,122374000000.00,106474000000.00,121378000000.00,77000000.00,10340000000.00,4564000000.00,-528000000.00,15811000000.00,16000000.00,-59000000.00,,,676000000.00,,,114257000000.00,7060000000.00,29284000000.00,4168000000.00,52360000000.00,1199000000.00,2796000000.00,16000000.00,2779000000.00,10339000000.00,13977000000.00,3341000000.00,1807000000.00,1976000000.00,571000000.00,,,,8117000000.00,705000000.00,36000000.00,,,8786000000.00,1704000000.00,,,7082000000.00,7018000000.00,,64000000.00,,,.8200,.8200,-9810000000.00,,,-2728000000.00,-2628000000.00,-100000000.00,,
26662,601601,XSHG,2013-10-31,2013-09-30,2012-09-30,Q3,9,1,132062000000.00,114565000000.00,127047000000.00,128000000.00,9188000000.00,3294000000.00,66000000.00,16606000000.00,,6000000.00,,,819000000.00,,,128121000000.00,9301000000.00,35834000000.00,4977000000.00,49825000000.00,232000000.00,2855000000.00,26000000.00,3068000000.00,11469000000.00,16238000000.00,2909000000.00,1815000000.00,4175000000.00,1633000000.00,,,,3941000000.00,67000000.00,45000000.00,,,3963000000.00,799000000.00,,,3164000000.00,3135000000.00,,29000000.00,,,.3600,.3600,4561000000.00,,,7725000000.00,7621000000.00,104000000.00,,
26662,601601,XSHG,2017-08-28,2017-06-30,2017-06-30,S1,6,1,177556000000.00,151556000000.00,163785000000.00,538000000.00,8456000000.00,3773000000.00,767000000.00,23959000000.00,-2000000.00,-71000000.00,,,1332000000.00,13000000.00,,167956000000.00,5557000000.00,48285000000.00,3429000000.00,65680000000.00,470000000.00,4282000000.00,279000000.00,484000000.00,28226000000.00,17622000000.00,3276000000.00,2524000000.00,471000000.00,1721000000.00,,,,9600000000.00,26000000.00,28000000.00,,,9598000000.00,2953000000.00,,,6645000000.00,6509000000.00,,136000000.00,,,.7200,.7200,-426000000.00,,,6219000000.00,6093000000.00,126000000.00,,
26662,601601,XSHG,2012-04-28,2012-03-31,2011-03-31,Q1,3,1,47657000000.00,42054000000.00,48150000000.00,20000000.00,3777000000.00,2319000000.00,-37000000.00,5472000000.00,3000000.00,-26000000.00,,,194000000.00,,,43395000000.00,1634000000.00,9536000000.00,1319000000.00,23874000000.00,307000000.00,844000000.00,5000000.00,931000000.00,3723000000.00,4352000000.00,1048000000.00,917000000.00,121000000.00,132000000.00,,,,4262000000.00,5000000.00,7000000.00,,,4260000000.00,763000000.00,,,3497000000.00,3449000000.00,,48000000.00,,,.4000,.4000,-946000000.00,,,2551000000.00,2521000000.00,30000000.00,,
26662,601601,XSHG,2013-08-26,2013-06-30,2012-06-30,S1,6,1,92295000000.00,80903000000.00,90511000000.00,72000000.00,6625000000.00,2983000000.00,77000000.00,10774000000.00,,2000000.00,,,539000000.00,,,88834000000.00,6175000000.00,23143000000.00,3296000000.00,37377000000.00,40000000.00,1783000000.00,16000000.00,2074000000.00,8110000000.00,10646000000.00,2011000000.00,1209000000.00,2576000000.00,1072000000.00,,,,3461000000.00,51000000.00,31000000.00,,,3481000000.00,813000000.00,,,2668000000.00,2638000000.00,,30000000.00,,,.3100,.3100,5415000000.00,,,8083000000.00,7962000000.00,121000000.00,,
